0.20283333	0.388375	0.16245833	12	3.2	2.4	2.4	11.2	0.47055663
0.202375	0.39575	0.15995833	1.6	0.8	0	6.4	2.4	0.47301071
0.200125	0.401875	0.156875	0	0	0	0	0	0.46548462
0.19883333	0.41291667	0.151625	2.4	0	0	0	0.8	0.45352146
0.19745833	0.41604167	0.14808333	3.2	4.8	6.4	0	1.6	0.45479058
0.19508333	0.40829167	0.151875	0.8	0.8	0	0	0.8	0.45139225
0.194	0.39370833	0.227375	0	0	0	0	4	0.46087958
0.19579167	0.39116667	0.22758333	0	0	0	0	0	0.488289
0.21395833	0.39641667	0.20825	3.2	0	0	0	0.8	0.5026885
0.22479167	0.39425	0.20029167	8.8	0.8	0	0	2.4	0.50060067
0.22875	0.38533333	0.21629167	22.4	1.6	0	0	15.2	0.50639704
0.26395833	0.38370833	0.21891667	8.8	4	1.6	3.2	11.2	0.51650596
0.26766667	0.38520833	0.207875	6.4	1.6	0	0	4	0.52888021
0.25545833	0.38575	0.313125	5.6	4	12	1.6	9.6	0.5320675
0.258375	0.381375	0.53666667	0.8	0.8	0	0	1.6	0.64775371
0.408125	0.38129167	0.49345833	0	0	0	0	0	0.7906075
0.44675	0.39183333	0.58329167	0	0	0	0	1.6	0.9045605
0.49079167	0.39695833	0.48608333	8.8	0.8	0	0	25.6	1.00424467
0.494625	0.39541667	0.42020833	0.8	0	0	0	0	0.98223796
0.46358333	0.39554167	0.36370833	0	0	0	0	0	0.93419275
0.40933333	0.39958333	0.33033333	7.2	1.6	0	0.8	6.4	0.86123521
0.37895833	0.397875	0.38270833	25.6	20	6.4	17.6	29.6	0.79181421
0.39845833	0.39483333	0.36104167	12.8	4	0	3.2	12.8	0.79358829
0.38675	0.40704167	0.49425	0.8	0.8	0	0	4.8	0.79310333
0.586375	0.43195833	0.87020833	0	0	0	0	0	1.02180592
0.938	0.47679167	0.71958333	0	0	0	0	0.8	1.41496017
0.82004167	0.49404167	0.59225	0.8	4	0	0	13.6	1.50628008
0.626625	0.46579167	0.49683333	12.8	0	0	0	4	1.41583363
0.52466667	0.45425	0.4285	0	0.8	0	0	0	1.23199871
0.45491667	0.439125	0.38604167	0	0	0	0	0	1.04951858
0.40820833	0.42704167	0.372375	0	0	0	0	0	0.89544854
0.386	0.41775	0.41775	0	0	0	0	0	0.83712446
0.40058333	0.41895833	0.38883333	0	0	0	0	0	0.82528792
0.39520833	0.41720833	0.34641667	0	0	0	0	0	0.79909087
0.3655	0.40741667	0.31291667	0.8	4	0	0	0	0.75500121
0.33775	0.40479167	0.28783333	0	0	0	0	0	0.71229521
0.31645833	0.403625	0.26783333	0	0	0	0	0	0.64190046
0.298875	0.40041667	0.25266667	0	0.8	0	0	0	0.58758371
0.28604167	0.39516667	0.239	0	0.8	0	0	0	0.56954671
0.27583333	0.39425	0.232	0	0	0	0	0	0.55466154
0.26754167	0.39020833	0.22279167	0	0	0	0	0	0.53353704
0.25991667	0.39129167	0.214625	0	0	0	0	0.8	0.52711138
0.25370833	0.38766667	0.20695833	0	0	0	0	0	0.52633379
0.24925	0.38816667	0.20170833	0	0	0	0	0	0.53395863
0.24608333	0.389875	0.19641667	0.8	0	0	0	0	0.52386842
0.24141667	0.3935	0.19154167	0	0	0	0	4	0.50981642
0.237625	0.39033333	0.18716667	0	0	0	0	0	0.49596242
0.233875	0.3885	0.18033333	0	0	0	0	0	0.48523742
0.23	0.38954167	0.172625	0	0	0	0	0	0.47659554
0.226375	0.391625	0.16916667	0	0	0	0	0	0.47163717
0.22525	0.387625	0.16545833	0	0	0	0	0	0.46635387
0.22275	0.38633333	0.16325	0	0	0	0	0	0.46912562
0.21975	0.38929167	0.16004167	0	0	0	0	0	0.47182638
0.21745833	0.3915	0.15691667	0	0	0	0	0	0.46384083
0.21429167	0.38758333	0.15470833	0	0	0	0	0	0.46412437
0.213	0.38479167	0.15216667	0	0	0	0	0	0.46420021
0.21125	0.38841667	0.14979167	0	0	0	0	0	0.46369054
0.20870833	0.39208333	0.14754167	3.2	0	0	0	3.2	0.45394279
0.20616667	0.38766667	0.14570833	4	0	0	0	5.6	0.45194008
0.20483333	0.38358333	0.143625	0.8	0	0	0	0	0.44530417
0.20370833	0.38708333	0.143	0	0	0	0	0	0.44663775
0.201875	0.38995833	0.14320833	0	0	0	0	0	0.44338317
