0.347	0.59266667	0.24654167	9.6	8	0	4.8	20	0.7127445
0.35683333	0.64245833	0.25275	8	4.8	8.8	3.2	17.6	0.72100729
0.37775	0.67	0.272	0	0	0	0	0	0.75755175
0.39229167	0.71366667	0.307875	0	0	0	0	0	0.79525183
0.43491667	0.729875	0.37604167	19.2	34.4	32	27.2	18.4	0.8674805
0.552125	0.7685	0.5375	5.6	22.4	0	0.8	11.2	1.02595513
0.602	0.97025	0.71391667	0.8	12.8	4.8	0	0.8	1.31730871
0.76429167	1.46391667	1.00445833	0	0	1.6	9.6	0	1.71467667
1.43591667	1.84866667	0.92079167	0	0	0	0	0	2.24767471
1.76966667	1.75691667	0.75691667	0	0	0	0	0	2.4338185
1.52929167	1.44870833	0.65379167	0	0	0	0	0	2.36972008
1.14291667	1.19870833	0.58716667	0	0	0	0	0	2.15253975
0.85125	1.05195833	0.54370833	0	0	0	2.4	1.6	1.903228
0.7235	1.044625	0.51533333	0	0	0	0	0	1.70340592
0.67529167	1.18229167	0.501625	0	0	0	0	0.8	1.58763396
0.675125	1.17041667	0.5455	4	6.4	0.8	4.8	13.6	1.53093904
0.689375	1.03958333	0.525625	0	0	0	0	0.8	1.51448888
0.65591667	0.93675	0.49170833	0	0	0	0	0	1.47244671
0.62275	0.890125	0.49	19.2	28.8	29.6	41.6	27.2	1.40857179
0.643375	1.03470833	0.60654167	1.6	17.6	23.2	17.6	0.8	1.45595846
0.77845833	1.560875	0.72508333	0.8	0.8	0	0.8	0	1.72132887
1.40629167	1.88925	0.81975	0	1.6	3.2	0	3.2	2.04476533
2.121625	1.76095833	0.79541667	8	8.8	25.6	9.6	7.2	2.41974042
2.067625	1.664125	0.819	3.2	1.6	0	0.8	2.4	2.62645021
1.88033333	2.045125	0.85058333	20	20	20.8	32.8	11.2	2.72302367
1.97895833	2.37329167	1.03245833	0	3.2	13.6	0.8	3.2	2.86920158
2.39075	2.59116667	1.15608333	11.2	2.4	3.2	1.6	6.4	3.16644492
2.89058333	2.52475	1.102	0	0	0.8	0	0	3.45235887
2.97775	2.264875	0.95429167	0	0	0	0	0.8	3.47464854
2.6985	1.97929167	0.88820833	0.8	0	0	0	0	3.33517225
2.268625	1.70979167	0.78679167	0	1.6	0	0	0	3.11828983
1.82416667	1.48483333	0.71495833	0	0	0	0	0	2.83026842
1.469	1.31054167	0.66770833	0.8	0	0	0	0	2.52899363
1.21929167	1.17666667	0.62983333	0	0	13.6	4	0	2.25441283
1.04425	1.08641667	0.60483333	0.8	0	0	0	0	2.03744962
0.92279167	1.03716667	0.58379167	0	0	0	0	0	1.88359779
0.87504167	0.98754167	0.56433333	0	0	0	0	0.8	1.77064021
0.886625	0.94175	0.549625	2.4	0	0	0	0	1.69554404
0.86679167	0.905625	0.52933333	0	0.8	0	0	0	1.65309317
0.80829167	0.89129167	0.51008333	0	0	0	0	0	1.60856358
0.75604167	0.87483333	0.48845833	0	0	0	0	0.8	1.55220829
0.71529167	0.85629167	0.47466667	0	0	0	0	0.8	1.48837017
0.68645833	0.84233333	0.462125	0	0	0	0	0	1.43673462
0.66704167	0.83958333	0.44204167	0	1.6	2.4	7.2	2.4	1.3987165
0.65066667	0.83541667	0.43304167	4.8	12.8	0.8	3.2	9.6	1.36767529
0.64808333	0.84366667	0.43504167	0.8	36.8	18.4	28.8	8.8	1.31987542
0.66508333	0.99154167	0.476875	5.6	2.4	0	3.2	0	1.33343896
0.765125	1.5375	0.586375	8.8	14.4	1.6	5.6	2.4	1.50833292
